Régime particulier,Nombre places calculées,Adresse complète,Type mobilier,Numéro mobilier,geo_point_2d,Tarif
Vélos,4,36 RUE CLAUDE BERNARD,Nougarette,2,"48.839536817629494, 2.34801834221721",Gratuit
Vélos,8,23 BD DE L' YSER,Nougarette,4,"48.88447717944681, 2.2867938075131806",Gratuit
Vélos,10,2 RUE DE DURAS,Nougarette,5,"48.870549881141095, 2.317519217100221",Gratuit
Vélos,5,4 RUE LA VACQUERIE,Sans,0,"48.85733144618142, 2.3855604410103437",Gratuit
Vélos,8,21 RUE DE TEHERAN,Nougarette,4,"48.87773021956826, 2.3124941248448283",Gratuit
Vélos,4,11 CITE RIVERIN,Sans,0,"48.87068348501501, 2.358674193553761",Gratuit
Vélos,14, RUE BENJAMIN FRANKLIN,Nougarette,7,"48.86182188098374, 2.2866951515752394",Gratuit
Vélos,26,1 RUE DE MILAN,Nougarette,13,"48.87893313675463, 2.3293989459905893",Gratuit
Vélos,22,39 RUE PROUDHON,Nougarette,11,"48.83730163169609, 2.390890618285992",Gratuit
Vélos,12,94 RUE DU MOULIN DES PRES,Nougarette,6,"48.82444604434592, 2.3543200901268095",Gratuit
Vélos,14,46 RUE DE NAPLES,Nougarette,7,"48.87907508523862, 2.3150690738083193",Gratuit
Vélos,10,27 RUE DE L' ECHIQUIER,Epingle vélo,10,"48.87147170846937, 2.350743683975829",Gratuit
Vélos,40,96 RTE DE LA PYRAMIDE,Nougarette,20,"48.836826890680435, 2.4415277876653643",Gratuit
Vélos,8,165 BD DE L' HOPITAL,Nougarette,4,"48.83270776690435, 2.3561673367341545",Gratuit
Vélos,26,17 RUE DE SAINTONGE,Nougarette,13,"48.86174897413011, 2.3624248969731894",Gratuit
Vélos,4,25 AV DE LA BOURDONNAIS,Nougarette,2,"48.8590747021923, 2.298053926531708",Gratuit
Vélos,12,26 RUE DES RENAUDES,Nougarette,6,"48.88015707888413, 2.2986294137894023",Gratuit
Vélos,11,15 RUE YVES TOUDIC,Epingle vélo,11,"48.87030158475271, 2.3635222436804963",Gratuit
Vélos,26,13 RUE LEREDDE,Nougarette,13,"48.82813635620515, 2.37345243152929",Gratuit
Vélos,10,6 BD DELESSERT,Nougarette,5,"48.858829500760095, 2.2857044797141626",Gratuit
Vélos,10,3 RUE PRIMO LEVI,Nougarette,5,"48.83132460784668, 2.3805424792101504",Gratuit
Vélos,22,36 RUE NOTRE-DAME DE NAZARETH,Nougarette,11,"48.8673279690012, 2.358969880402966",Gratuit
Vélos,2,6 RUE SAINT-MARTIN,Epingle vélo,2,"48.85746174644294, 2.3492580908935947",Gratuit
Vélos,2,3 RUE GERVEX,Nougarette,1,"48.888155223146725, 2.29838772430791",Gratuit
Vélos,12,11 RUE MICHEL LE COMTE,Epingle vélo,12,"48.86209782648507, 2.356307871643508",Gratuit
Vélos,8,17 RUE D' ABBEVILLE,Nougarette,4,"48.879156788102605, 2.3494741530007213",Gratuit
Vélos,16, BD SUCHET,Nougarette,8,"48.85492879003711, 2.263237537868743",Gratuit
Vélos,10,29 RUE MADEMOISELLE,Nougarette,5,"48.84364642054287, 2.2960164426484524",Gratuit
Vélos,2,41 RUE DE L' ABBE GROULT,Nougarette,1,"48.840855504310575, 2.295451013385055",Gratuit
Vélos,4,43 RUE LEMERCIER,Sans,0,"48.887052600782724, 2.322846956962039",Gratuit
Vélos,8,39 RUE DAUTANCOURT,Nougarette,4,"48.89061248209893, 2.3257020208191173",Gratuit
Vélos,8,93 RUE DE ROME,Nougarette,4,"48.883406638715776, 2.319225113310023",Gratuit
Vélos,10,9 RUE LACAILLE,Nougarette,5,"48.89332770986948, 2.3252442911904687",Gratuit
Vélos,5,22 RUE DUCHEFDELAVILLE,Sans,0,"48.83130148237533, 2.3693429911321418",Gratuit
Vélos,8,8 RUE PAUL BODIN,Nougarette,4,"48.89308796469785, 2.317643078200051",Gratuit
Vélos,8,3 RUE ERNEST GOUIN,Nougarette,4,"48.89386473976364, 2.3179481120626004",Gratuit
Vélos,8,2 RUE RUHMKORFF,Nougarette,4,"48.882124973808835, 2.2864079059314277",Gratuit
Vélos,6,8 AV CLAUDE REGAUD,Sans,0,"48.821836958654416, 2.3727084027157956",Gratuit
Vélos,4,217 AV GAMBETTA,Sans,0,"48.8739767727372, 2.405229249353835",Gratuit
Vélos,6,24 RUE BERNARD BUFFET,Nougarette,3,"48.89134680328765, 2.315187174975784",Gratuit
Vélos,4,2 RUE MONTESQUIEU,Sans,0,"48.86305357981765, 2.3393314028960526",Gratuit
Vélos,10,1 RUE CAILLAUX,Nougarette,5,"48.82291794460671, 2.3622727449522727",Gratuit
Vélos,4,49 BD DES INVALIDES,Sans,0,"48.84960892009533, 2.3152830235152293",Gratuit
Vélos,6,4 RUE BELGRAND,Nougarette,3,"48.86481011663902, 2.399539747105565",Gratuit
Vélos,17,4 RUE DES ECLUSES SAINT-MARTIN,Epingle vélo,17,"48.876337002448714, 2.3679858666465483",Gratuit
Vélos,4,26 RUE DU RENARD,Nougarette,2,"48.86013451590301, 2.3528312526534476",Gratuit
Vélos,4,95 BD DE GRENELLE,Sans,0,"48.84972029621978, 2.296137703657171",Gratuit
Vélos,6,74 RUE CHAMPIONNET,Nougarette,3,"48.89584534967867, 2.344733407799614",Gratuit
Vélos,4,94 RUE PIERRE DEMOURS,Sans,0,"48.88336660920355, 2.299099816461198",Gratuit
Vélos,4,10 RUE DES RONDEAUX,Sans,0,"48.86144489048642, 2.399200267111161",Gratuit
Vélos,8,21 RUE DES INNOCENTS,Nougarette,4,"48.86057825635477, 2.3468226488039434",Gratuit
Vélos,10,1 BD ORNANO,Nougarette,5,"48.891820041198976, 2.349328500510066",Gratuit
Vélos,4,1 RUE DU MOULIN VERT,Sans,0,"48.829092546379265, 2.326122939172796",Gratuit
Vélos,5,8 RUE LOUIS VICAT,Sans,0,"48.826997080327814, 2.2930439712082666",Gratuit
Vélos,5,1 RUE PIERRE BAYLE,Sans,0,"48.858522615822785, 2.390174118812948",Gratuit
Vélos,5,98 BD AUGUSTE BLANQUI,Sans,0,"48.83100293898089, 2.344430786131485",Gratuit
Vélos,4,18 RUE DE L' HOTEL DE VILLE,Nougarette,2,"48.85386040881811, 2.3572573579830856",Gratuit
Vélos,5,25 RUE CUGNOT,Epingle vélo,5,"48.89250769941025, 2.3647750032650534",Gratuit
Vélos,24,9 RUE LECLERC,Nougarette,12,"48.83381648031766, 2.335607428971896",Gratuit
Vélos,4,23 AV DU GENERAL MICHEL BIZOT,Sans,0,"48.83322438284348, 2.398803382065427",Gratuit
Vélos,12,89 CRS DE VINCENNES,Nougarette,6,"48.8474288500139, 2.4083342687197904",Gratuit
Vélos,2,73 BD DE BELLEVILLE,Sans,2,"48.87080932688207, 2.3781259657013107",Gratuit
Vélos,11,27 RUE HELENE JAKUBOWICZ,Epingle vélo,11,"48.86985377372718, 2.3976167084510736",Gratuit
Vélos,6,27 RUE ERNESTINE,Epingle vélo,6,"48.89026158338917, 2.3545056298244216",Gratuit
Vélos,5,32 RUE JEAN LECLAIRE,Sans,0,"48.8973507983231, 2.327720750347691",Gratuit
Vélos,32,121 BD HAUSSMANN,Nougarette,16,"48.875396009411105, 2.314719870844317",Gratuit
Vélos,6,5 RUE MADELEINE REBERIOUX,Nougarette,3,"48.89452615079039, 2.353996821982294",Gratuit
Vélos,8,5 RUE MARCADET,Nougarette,4,"48.89038979515875, 2.355037484452607",Gratuit
Vélos,12,80 RUE STEPHENSON,Nougarette,6,"48.89023092618999, 2.3558714602785904",Gratuit
Vélos,8,17 RUE DE SUEZ,Nougarette,4,"48.887317566601055, 2.3516242501031455",Gratuit
Vélos,10,32 PL JEANNE D'ARC,Nougarette,5,"48.830154984419, 2.368402413946106",Gratuit
Vélos,4,7 RUE DE MARIVAUX,Sans,0,"48.87089180059399, 2.337444295362307",Gratuit
Vélos,10,27 RUE DE SEINE,Nougarette,5,"48.856165691364936, 2.3366763651694904",Gratuit
Vélos,8,26 RUE BEAUJON,Nougarette,4,"48.87527632541346, 2.2981012069472087",Gratuit
Vélos,8,50 AV HOCHE,Nougarette,4,"48.87535236047972, 2.2986679117472866",Gratuit
Vélos,5,26 RUE VIVIENNE,Sans,0,"48.87002877232958, 2.34073908588001",Gratuit
Vélos,20,14 AV DE LOWENDAL,Nougarette,10,"48.85252650642292, 2.3084083188122224",Gratuit
Vélos,4,1 RUE SPONTINI,Sans,0,"48.871515494141065, 2.279258377817378",Gratuit
Vélos,4,124 RUE SAINT-DENIS,Nougarette,2,"48.86475254250523, 2.3502529766227216",Gratuit
Vélos,4,1 RUE COQ HERON,Sans,0,"48.86418968834728, 2.341975583074247",Gratuit
Vélos,4,7 PL D' ITALIE,Sans,0,"48.83185872193378, 2.35655653313799",Gratuit
Vélos,4,12 RUE LE GOFF,Sans,0,"48.846301616154676, 2.3412853425754343",Gratuit
Vélos,5,29 RUE DE LA BRECHE AUX LOUPS,Sans,0,"48.8378096550058, 2.3943000572082886",Gratuit
Vélos,2,43 RUE SAINT-ANDRE DES ARTS,Epingle vélo,2,"48.853370827937376, 2.3407950482962243",Gratuit
Vélos,5,120 BD MASSENA,Sans,0,"48.82040641790732, 2.3652997544125323",Gratuit
Vélos,5,67 RUE DE LA COLONIE,Sans,0,"48.82392134036039, 2.3515899789107464",Gratuit
Vélos,10,21 RUE NEUVE SAINT-PIERRE,Nougarette,5,"48.85412043361007, 2.362432930290957",Gratuit
Vélos,4,54 RUE DE LA GLACIERE,Sans,0,"48.83275317599654, 2.344640121677496",Gratuit
Vélos,4,48 RUE GAY-LUSSAC,Sans,0,"48.84329176926663, 2.342481756369401",Gratuit
Vélos,10,62 RUE DE L' AQUEDUC,Epingle vélo,10,"48.883057481071795, 2.3654232152194576",Gratuit
Vélos,4,23 RUE VALETTE,Sans,0,"48.846898584326574, 2.3465341684946406",Gratuit
Vélos,2,48 RUE DE L' AQUEDUC,Epingle vélo,2,"48.882631313611796, 2.364523148051598",Gratuit
Vélos,4,20 RUE WURTZ,Sans,0,"48.82630243850608, 2.344158395081887",Gratuit
Vélos,4,6 RUE MARSOLLIER,Sans,0,"48.867759924497655, 2.334583889336014",Gratuit
Vélos,4,9 AV DE TOURVILLE,Sans,0,"48.85375495739875, 2.3108619197028823",Gratuit
Vélos,12,59 RUE DE MEAUX,Nougarette,6,"48.88163121505966, 2.373736620606608",Gratuit
Vélos,4,8 RUE DU BAC,Sans,0,"48.85869279624924, 2.32863178149302",Gratuit
Vélos,5,6 RUE CHRISTOPHE COLOMB,Sans,0,"48.8699286709427, 2.300011015100047",Gratuit
Vélos,5,44 RUE LACORDAIRE,Sans,0,"48.841617239244925, 2.282173143392004",Gratuit
Vélos,5,25 RUE DES VOLONTAIRES,Sans,0,"48.841583361895914, 2.307904639056737",Gratuit
Vélos,10,23 QU AUX FLEURS,Sans,0,"48.85495575905169, 2.3504004245254038",Gratuit
Vélos,8,19 RUE RIQUET,Nougarette,4,"48.88834760567862, 2.3743602307530325",Gratuit
Vélos,7,107 RUE JEANNE D'ARC,Epingle vélo,7,"48.83410762618113, 2.3627132186005007",Gratuit
Vélos,3,11 AV LEON BOLLEE,Epingle vélo,3,"48.81831543611347, 2.3635348704256955",Gratuit
Vélos,4,2 RUE SAINT-MATHIEU,Epingle vélo,4,"48.88631037000171, 2.3562395128938776",Gratuit
Vélos,8,23 RUE MARBEUF,Nougarette,4,"48.86876933191966, 2.3038049633313813",Gratuit
Vélos,10,1 RUE DESCOMBES,Nougarette,5,"48.88414346558648, 2.2935378430890054",Gratuit
Vélos,14,2 RUE DE LAGHOUAT,Nougarette,7,"48.888018384332135, 2.356006999609559",Gratuit
Vélos,12,23 RUE AUGUSTE LANCON,Nougarette,6,"48.82362803300315, 2.345292244678237",Gratuit
Vélos,26, RUE DU FAUCONNIER,Nougarette,13,"48.854173306935834, 2.359933697968263",Gratuit
Vélos,8,25 RUE ORFILA,Nougarette,4,"48.86620796015233, 2.3960924312419927",Gratuit
Vélos,8, BD MACDONALD,Nougarette,4,"48.89888650033531, 2.3745587079716066",Gratuit
Vélos,42,21 BD DIDEROT,Nougarette,21,"48.84584037910464, 2.373134406693948",Gratuit
Vélos,6,16 RUE BENJAMIN FRANKLIN,Nougarette,3,"48.8599815214803, 2.285673592053937",Gratuit
Vélos,18,7 BD D' ALGERIE,Nougarette,9,"48.87989558478005, 2.4010835868886597",Gratuit
Vélos,7,166 RUE RAYMOND LOSSERAND,Epingle vélo,7,"48.830198993678685, 2.310774098677393",Gratuit
Vélos,4,21 BD BARBES,Epingle vélo,4,"48.88601013246758, 2.349425930448501",Gratuit
Vélos,6,143 RUE DE RENNES,Nougarette,3,"48.84592685057731, 2.325970051712976",Gratuit
Vélos,1,55 QU JACQUES CHIRAC,Epingle vélo,1,"48.860822435240124, 2.296161679657921",Gratuit
Vélos,7, BD MORLAND,Epingle vélo,7,"48.84819520713374, 2.3650444936801747",Gratuit
Vélos,5,18 RUE CLOVIS HUGUES,Sans,0,"48.88252896733965, 2.3740188818611925",Gratuit
Vélos,4,75 RUE DE L' OURCQ,Sans,0,"48.892605459673256, 2.3784401444556824",Gratuit
Vélos,6,46 QU DES CELESTINS,Epingle vélo,6,"48.85327461524127, 2.3582365911559102",Gratuit
Vélos,8,26 AV EMILE ZOLA,Epingle vélo,8,"48.8462466910625, 2.2807361234636105",Gratuit
Vélos,16,33 AV DUQUESNE,Epingle vélo,16,"48.851844757193426, 2.3096894436898747",Gratuit
Vélos,7,2 RUE AUDUBON,Epingle vélo,7,"48.8455862294107, 2.369714081487335",Gratuit
Vélos,8,109 CRS DE VINCENNES,Nougarette,4,"48.84737353306869, 2.410613338839043",Gratuit
Vélos,10,203 QU DE VALMY,Epingle vélo,10,"48.88197200600884, 2.3687320661117353",Gratuit
Vélos,10,4 RUE DE LA BIDASSOA,Nougarette,5,"48.86522650899825, 2.3951654803626186",Gratuit
Vélos,4,55 RUE DES CLOYS,Epingle vélo,4,"48.89332059788046, 2.337036901909795",Gratuit
Vélos,14,50 RUE DES ARCHIVES,Nougarette,7,"48.85971538246157, 2.356579608293089",Gratuit
Vélos,16,13 RUE ANTOINE-JULIEN HENARD,Sans,6,"48.84210526308546, 2.3894655630702477",Gratuit
Vélos,12, AV DE LA PORTE DE MONTMARTRE,Nougarette,6,"48.89953008127726, 2.336206029353177",Gratuit
Vélos,10,8 RUE CHENIER,Epingle vélo,10,"48.86934829370888, 2.351455332753767",Gratuit
Vélos,12,26 RUE DAUNOU,Nougarette,6,"48.87002284018805, 2.3305298499269544",Gratuit
Vélos,8,51 RUE DES EPINETTES,Nougarette,4,"48.896646579104356, 2.3236871183449637",Gratuit
Vélos,20,8 RUE DE FRANQUEVILLE,Nougarette,10,"48.860462594712786, 2.271663571666761",Gratuit
Vélos,6,3 BD EDGAR QUINET,Nougarette,3,"48.840098610049274, 2.327450979166357",Gratuit
Vélos,8, RUE MAX JACOB,Epingle vélo,8,"48.81954834574121, 2.355338665898038",Gratuit
Vélos,12,61 RUE DU FAUBOURG MONTMARTRE,Nougarette,6,"48.876247512386065, 2.339868628606945",Gratuit
Vélos,7,106 RUE DE LA CONVENTION,Epingle vélo,7,"48.84131103180534, 2.2875375883471802",Gratuit
Vélos,10,128 BD VINCENT AURIOL,Nougarette,5,"48.83310362180205, 2.362068030565161",Gratuit
Vélos,6,46 RUE DES ABBESSES,Nougarette,3,"48.88542145704681, 2.3362014802196156",Gratuit
Vélos,4,90 RUE POUCHET,Nougarette,2,"48.89710730984191, 2.3229425501004903",Gratuit
Vélos,4,101 AV DE FRANCE,Nougarette,2,"48.82964747196287, 2.377513030398754",Gratuit
Vélos,4,6 RUE DU BORREGO,Epingle vélo,4,"48.87250174279409, 2.39852086839478",Gratuit
Vélos,50,24 RUE DU POT DE FER,Nougarette,25,"48.84280925211258, 2.3479750443674394",Gratuit
Vélos,10,24 QU D' AUSTERLITZ,Nougarette,5,"48.839485370678126, 2.3713812033023474",Gratuit
Vélos,16,14 RUE PIERRE NICOLE,Nougarette,8,"48.84176047295432, 2.340214841943687",Gratuit
Vélos,6,15 RUE DE BEARN,Nougarette,3,"48.85778116194028, 2.3663213807723937",Gratuit
Vélos,10,2 RUE SAINT-LAZARE,Nougarette,5,"48.87683957719008, 2.338864343093947",Gratuit
Vélos,6,28 RUE DE LA VICTOIRE,Sans,0,"48.875148197616205, 2.3379723156445316",Gratuit
Vélos,10,22 RUE DES ALOUETTES,Nougarette,5,"48.87780854514169, 2.3855573091666447",Gratuit
Vélos,8,64 BD DE MAGENTA,Epingle vélo,8,"48.8741391661814, 2.358109477494768",Gratuit
Vélos,40,12 RUE DE L' ABREUVOIR,Nougarette,20,"48.88829441855326, 2.338645184762877",Gratuit
Vélos,24,49 RUE SAINT-VINCENT,Nougarette,12,"48.88888884935804, 2.3383585711387256",Gratuit
Vélos,20,14 PL KOSSUTH,Nougarette,10,"48.87601754167521, 2.339964475148513",Gratuit
Vélos,10,9 RUE DE LA CERISAIE,Nougarette,5,"48.851820282665706, 2.3664438218855666",Gratuit
Vélos,5,4 RUE DE VALENCIENNES,Sans,0,"48.87820062526279, 2.3557314078999636",Gratuit
Vélos,8,46 RUE PAJOL,Nougarette,4,"48.891174522835534, 2.3632959167811776",Gratuit
Vélos,12,55 AV DE SUFFREN,Nougarette,6,"48.85288432906733, 2.2980935699887803",Gratuit
Vélos,14,5 RUE VAUCANSON,Nougarette,7,"48.86694729847112, 2.3565537137838306",Gratuit
Vélos,12,28 QU D' AUSTERLITZ,Epingle vélo,12,"48.84014219367543, 2.3704774068384906",Gratuit
Vélos,6,13 AV DE SEGUR,Epingle vélo,6,"48.85235299999079, 2.3107969781827378",Gratuit
Vélos,10,17 RUE DE L' ARSENAL,Nougarette,5,"48.8516586048229, 2.3669781423722727",Gratuit
Vélos,14,24 RUE DU PONT LOUIS-PHILIPPE,Nougarette,7,"48.855722589438, 2.356310975269601",Gratuit
Vélos,6,1 RUE DE SCHOMBERG,Nougarette,3,"48.84903177455603, 2.362569016463105",Gratuit
Vélos,20,3 RUE DES FRERES PERIER,Nougarette,10,"48.86482705410748, 2.2998537585572008",Gratuit
Vélos,4,7 BD SAINT-MARCEL,Epingle vélo,4,"48.839440506046294, 2.360460343217436",Gratuit
Vélos,10,65 RUE TAITBOUT,Nougarette,5,"48.87605454886835, 2.3353037978778057",Gratuit
Vélos,24,7 RUE CORNEILLE,Nougarette,12,"48.84929787913285, 2.3390074405022543",Gratuit
Vélos,10,10 RUE LEROUX,Nougarette,5,"48.87155363840821, 2.28687422123638",Gratuit
Vélos,5,76 AV DU GENERAL MICHEL BIZOT,Epingle vélo,5,"48.83635041280191, 2.4030205939007057",Gratuit
Vélos,4,1 RUE MICHEL-ANGE,Epingle vélo,4,"48.84786829326903, 2.264106504854534",Gratuit
Vélos,10,53 RUE DU SIMPLON,Nougarette,5,"48.89476393544875, 2.3467665245111915",Gratuit
Vélos,4,72 BD DE MAGENTA,Epingle vélo,4,"48.87543789649145, 2.356946625383831",Gratuit
Vélos,4,85 RUE DE LOURMEL,Nougarette,2,"48.84463229886817, 2.2871662383156495",Gratuit
Vélos,4,30 RUE FRANCOEUR,Epingle vélo,4,"48.89102910517115, 2.340114908986537",Gratuit
Vélos,22,5 RUE SAINT-MERRI,Nougarette,11,"48.85907373910409, 2.353529671093525",Gratuit
Vélos,10,216 AV JEAN JAURES,Epingle vélo,10,"48.88904144823927, 2.394473255153432",Gratuit
Vélos,10,111 BD MORTIER,Nougarette,5,"48.87188588399666, 2.408499344513849",Gratuit
Vélos,8,7 RUE DU CONSERVATOIRE,Nougarette,4,"48.87316509199172, 2.3468271784726054",Gratuit
Vélos,20,71 RUE LECOURBE,Nougarette,10,"48.843508485099086, 2.305472629549987",Gratuit
Vélos,9,38 RUE LOUIS BRAILLE,Epingle vélo,9,"48.83972379975339, 2.4041442166213063",Gratuit
Vélos,4,24 RUE LA QUINTINIE,Nougarette,2,"48.83837785565857, 2.30465003506604",Gratuit
Vélos,10,32 RUE DU PROFESSEUR FLORIAN DELBARRE,Nougarette,5,"48.83854766847777, 2.2724739416483044",Gratuit
Vélos,28,22 BD DIDEROT,Nougarette,14,"48.84598946334617, 2.37459968336723",Gratuit
Vélos,18,43 BD MORTIER,Nougarette,9,"48.866956741847744, 2.4086789560506663",Gratuit
Vélos,10,4 RUE JOSEPH DIJON,Nougarette,5,"48.89384851758498, 2.3472302889531043",Gratuit
Vélos,12,20 PL LOUIS MARIN,Nougarette,6,"48.843937754836574, 2.339214013080949",Gratuit
Vélos,2,14 RUE CAROLUS DURAN,Nougarette,1,"48.87797829322645, 2.40161891594297",Gratuit
Vélos,5,41 RUE DE LUBECK,Sans,0,"48.86413569891717, 2.2905239538832722",Gratuit
Vélos,3,4 RUE DE CHATEAUDUN,Sans,0,"48.87577510968942, 2.342305444073203",Gratuit
Vélos,10,18 RUE MONTBRUN,Nougarette,5,"48.82850105107796, 2.3301308783042387",Gratuit
Vélos,10,1 RUE BOULITTE,Nougarette,5,"48.82854339532883, 2.3165048216259834",Gratuit
Vélos,8,4 RUE EDMOND GUILLOUT,Nougarette,4,"48.842522390878244, 2.314178312423687",Gratuit
Vélos,6,20 RUE SCHEFFER,Nougarette,3,"48.86117944586119, 2.2832096168876554",Gratuit
Vélos,7,29 RUE LOUIS BLANC,Epingle vélo,7,"48.880527154787345, 2.366133103812619",Gratuit
Vélos,1,101 AV DU GENERAL LECLERC,Epingle vélo,1,"48.825790499908166, 2.326438199849929",Gratuit
Vélos,6,6 RUE GEORGES BERGER,Nougarette,3,"48.881165288093705, 2.3103812828823442",Gratuit
Vélos,10,28 RUE DU PROFESSEUR FLORIAN DELBARRE,Nougarette,5,"48.838736203102634, 2.2722215402431076",Gratuit
Vélos,8,3 RUE SORBIER,Epingle vélo,8,"48.86840254625326, 2.3898523056709973",Gratuit
Vélos,8,18 RUE PRADIER,Sans,0,"48.875707568149586, 2.382020860125752",Gratuit
Vélos,10,7 RUE FANTIN LATOUR,Nougarette,5,"48.83952645374009, 2.2661987917400777",Gratuit
Vélos,8,67 RUE DE GRENELLE,Nougarette,4,"48.855091221850635, 2.324370485914806",Gratuit
Vélos,10,59 BD MURAT,Nougarette,5,"48.8428568988696, 2.256379476117994",Gratuit
Vélos,5,46 RUE DE LA CHINE,Sans,0,"48.86937972158589, 2.3966145679608535",Gratuit
Vélos,10,11 RUE AUGUSTE MAQUET,Nougarette,5,"48.83905781141686, 2.2656201849988147",Gratuit
Vélos,6,21 RUE NICOLAI,Sans,0,"48.83599361569893, 2.39428832696499",Gratuit
Vélos,5,14 RUE DU JURA,Sans,0,"48.83705787523259, 2.3560509726477803",Gratuit
Vélos,10,59 AV PIERRE MENDES FRANCE,Nougarette,5,"48.83995275459004, 2.3688212010946383",Gratuit
Vélos,12,8 RUE ALFRED DEHODENCQ,Nougarette,6,"48.86100243242244, 2.2712812123009263",Gratuit
Vélos,8,70 RUE BRANCION,Nougarette,4,"48.83224022810741, 2.3030139120666853",Gratuit
Vélos,10,29 RUE DE L' ABBE CARTON,Nougarette,5,"48.82974090231088, 2.316292545260365",Gratuit
Vélos,10,41 RUE DE CHATEAUDUN,Nougarette,5,"48.87613668569463, 2.3351968141161352",Gratuit
Vélos,10,12 RUE GEORGE SAND,Nougarette,5,"48.84899524287606, 2.2694549862420432",Gratuit
Vélos,12,1 RUE VERDI,Nougarette,6,"48.860593171936806, 2.2735331509137264",Gratuit
Vélos,5,2 RUE MEILHAC,Sans,0,"48.845245067617604, 2.297948243365278",Gratuit
Vélos,10,26 RUE ANTOINE-JULIEN HENARD,Nougarette,5,"48.842673770590956, 2.389948783828951",Gratuit
Vélos,8,23 RUE LECOURBE,Nougarette,4,"48.84441558552453, 2.3088849638238242",Gratuit
Vélos,5,95 BD DE PORT-ROYAL,Sans,0,"48.8382451416359, 2.3416770235517737",Gratuit
Vélos,5,11 RUE BAILLY,Nougarette,0,"48.865149097826205, 2.3558528404608094",Gratuit
Vélos,5,7 RUE RONSARD,Sans,0,"48.88532833262793, 2.3444186392547457",Gratuit
Vélos,10,62 RUE DE L' HOTEL DE VILLE,Nougarette,5,"48.854675189623585, 2.355058370241805",Gratuit
Vélos,12, RUE DE LAGNY,Nougarette,6,"48.84870039460664, 2.414014374779034",Gratuit
Vélos,12,17 RUE OUDRY,Nougarette,6,"48.83673205213694, 2.356141941084522",Gratuit
Vélos,10,240 RUE DE CHARENTON,Sans,0,"48.83858254009956, 2.3896973146516594",Gratuit
Vélos,22,40 RUE DES MARTYRS,Nougarette,11,"48.87916561497622, 2.339872392890859",Gratuit
Vélos,32,95 RUE SAINT-ANTOINE,Nougarette,16,"48.85487845163078, 2.3620899908756385",Gratuit
Vélos,8,10 RUE MARIE-HELENE LEFAUCHEUX,Nougarette,4,"48.89957038413687, 2.379820346296953",Gratuit
Vélos,5,1 RUE D' ABBEVILLE,Sans,0,"48.878143873343475, 2.3511645808938684",Gratuit
Vélos,8,5 AV DES TERNES,Nougarette,4,"48.877852870473205, 2.297182120935362",Gratuit
Vélos,5,9 RUE GEORGETTE AGUTTE,Sans,0,"48.89516481943651, 2.3327781053960712",Gratuit
Vélos,5,18 RUE JOSEPH KOSMA,Sans,0,"48.88991892209419, 2.387183738426161",Gratuit
Vélos,3,69 RUE DAMREMONT,Epingle vélo,3,"48.892344728613836, 2.3354180727560507",Gratuit
Vélo-cargo,3,69 RUE DAMREMONT,Arceau vélo cargo,3,"48.89238933909575, 2.3354540448367858",Gratuit
Vélos,4,27 RUE DU BUISSON SAINT-LOUIS,Epingle vélo,4,"48.87314841212507, 2.3746206231054723",Gratuit
Vélos,14,157 RUE MONTMARTRE,Nougarette,7,"48.87074801002885, 2.3427802073926984",Gratuit
Vélos,10,26 RUE PIERRE SEMARD,Nougarette,5,"48.87856852818075, 2.3479618172210506",Gratuit
Vélos,6,23 RUE DES FETES,Nougarette,3,"48.87677566018681, 2.3926277406969714",Gratuit
Vélos,2,1 CITE D' HAUTEVILLE,Nougarette,1,"48.87639150632884, 2.351913779652178",Gratuit
Vélos,10,14 RUE JEAN-BAPTISTE SAY,Nougarette,5,"48.88135528661274, 2.3411352774707828",Gratuit
Vélos,5,3 RUE DAMPIERRE,Sans,0,"48.8941050852462, 2.383790463133199",Gratuit
Vélos,12,46 RUE RIQUET,Nougarette,6,"48.8892041481343, 2.371734427924352",Gratuit
Vélos,5,31 RUE DES BATIGNOLLES,Sans,0,"48.88495247579748, 2.3208301586719644",Gratuit
Vélos,3,24 RUE MARGUERITE DE ROCHECHOUART,Epingle vélo,3,"48.87805895480998, 2.3450202971912137",Gratuit
Vélos,20,74 BD GARIBALDI,Nougarette,10,"48.84598046117271, 2.3088550289409695",Gratuit
Vélos,5,63 RUE DU PRE SAINT-GERVAIS,Sans,0,"48.87955832158247, 2.399355481283044",Gratuit
Vélos,10, BD DU BOIS LE PRETRE,Nougarette,5,"48.89985926087969, 2.321674203882936",Gratuit
Vélos,12,8 RUE ELISA LEMONNIER,Nougarette,6,"48.84048644860671, 2.389858218522338",Gratuit
Vélos,10,25 RUE LAS CASES,Nougarette,5,"48.85887856508839, 2.3190398602773024",Gratuit
Vélos,6,13 PAS SAINT-SEBASTIEN,Nougarette,3,"48.8619846333592, 2.370361002823434",Gratuit
Vélos,6,25 RUE LAS CASES,Nougarette,3,"48.85893343829012, 2.3188647871311923",Gratuit
Vélos,2,223 RUE DE BERCY,Nougarette,1,"48.84613821819752, 2.37035859191326",Gratuit
Vélos,4,12 AV RAYMOND POINCARE,Sans,0,"48.86495194183948, 2.2866093452300538",Gratuit
Vélos,5,1 RUE BENJAMIN GODARD,Sans,0,"48.86587380814154, 2.2757176983142156",Gratuit
Vélos,10,1 AV FERDINAND BUISSON,Nougarette,5,"48.835218005972415, 2.2550029926863666",Gratuit
